attraction_name,attraction_grade,attraction_heat,attraction_score,attraction_address,comments_total,positive_comments,after_consumption_comments,negative_comments,username,comment_score,comment_grade,comment_content,comment_time,user_ip
仓央嘉措文化广场,,3.3,4.5,青海省海北藏族自治州刚察县东大街3号,8.0,7.0,,,,,,,,
青海湖金沙湾露营基地,,3.3,5.0,青海省海北藏族自治州海晏县环湖东路青海湖国家重点风景名胜区,1.0,1.0,,,,,,,,
群加国家级森林公园,,3.3,5.0,西宁市湟中区扎哈公路东200米,2.0,2.0,,,,,,,,
青海省科学技术馆,,3.3,4.5,青海省西宁市城西区五四西路74号,97.0,86.0,,4.0,,,,,,
青海湖呷布哒野奢营地,,3.3,5.0,青海省海南州共和县江 西沟农场（109国道2103公里加400米向南400米处）,10.0,10.0,,,,,,,,
九天玄女祖宫,,3.3,1.0,西宁市-湟中县-G6(京藏高速),1.0,,,1.0,,,,,,
长江源头,,3.3,4.4,玉树县格拉丹东大冰峰,7.0,7.0,,,,,,,,
格尔木河西清真大寺,,3.3,4.4,海西蒙古族藏族自治州格尔木市金峰西路46附6号,5.0,4.0,,,,,,,,
赞普林卡,,3.3,3.9,西宁市湟源县青藏路88号,34.0,24.0,,4.0,,,,,,
祁连山草原跑马场,,3.3,,青海省海北藏族自治州祁连县227国道东50米,,,,,,,,,,
云净合院汤泉,,3.2,4.8,海东市平安区平安驿袁家村河湟印象祈福广场5号,15.0,14.0,4.0,,,,,,,
边麻沟花海,4A,3.2,4.1,西宁市大通县朔北乡边麻沟村,37.0,27.0,19.0,3.0,,,,,,
中国最美丽的六大草原之一祁连山草原(市府店),,3.2,,海北藏族自治州祁连县S302,,,,,,,,,,
火星营地,,3.2,,青海省海西蒙古族藏族自治州格尔木市察尔汗工行委G315(西莎线),,,,,,,,,,
尕尔寺大峡谷生态旅游区,,3.2,4.6,青海省玉树藏族自治州囊谦县原始森林腹地,11.0,10.0,,,,,,,,
玉树草原,,3.2,4.6,青海省西南青藏高原腹地的三江源头,10.0,9.0,,,,,,,,
茶卡盐湖观景点,,3.2,,青海省海西蒙古族藏族自治州乌兰县,,,,,,,,,,
西宁中国工农红军西路军纪念馆,4A,3.2,,西宁市城中区南川东路19号(烈士陵园旁),,,,,,,,,,
贵德古城,,3.2,4.6,青海省海南藏族自治州贵德县河阴北大街130正北方向150米,11.0,11.0,,,,,,,,
中华福运轮,,3.1,4.4,海南藏族自治州贵德县黄河南岸黄河吊桥与黄河文化广场之间,44.0,37.0,16.0,3.0,,,,,,
黑马河日出露营地,,3.2,,海南藏族自治州共和县京拉线黑马河乡帐篷区日出,,,,,,,,,,
冬给措纳湖,,3.2,4.0,青海省果洛藏族自治州玛多县,4.0,3.0,,,,,,,,
青海省民俗博物馆,,3.2,4.6,西宁市城东区为民巷13号,13.0,12.0,,,,,,,,
青海湖骑马场,,3.2,4.0,青海省海南藏族自治州共和县109国道2号,3.0,3.0,,,,,,,,
骑行者俱乐部,,3.2,5.0,青海省海北藏族自治州海晏县门源路9号,2.0,2.0,,,,,,,,
西宁北山公园,,3.2,4.6,西宁市城北区祁连路48号,15.0,15.0,,,,,,,,
海西州民族博物馆,,3.1,4.3,海西蒙古族藏族自治州德令哈市柴达木东路25号海西购物中心,6.0,6.0,,,,,,,,
东台吉乃尔河,,3.1,,青海省海西蒙古族藏族自治州格尔木市,,,,,,,,,,
班禅行宫,,3.1,4.5,西宁市湟中区宁克果洛巷35号,43.0,38.0,,1.0,,,,,,
杂多昂赛大峡谷,,3.1,5.0,玉树藏族自治州杂多县昂赛乡,5.0,5.0,,,,,,,,
昆仑山世界地质公园,,3.1,4.0,青海省玉树藏族自治州曲麻莱县京拉线昆仑山口,1.0,1.0,,,,,,,,
佑宁寺,,3.1,4.7,青海省海东市互助土族自治县五十镇寺滩派出所附近,12.0,12.0,,,,,,,,
塔琏湖,,3.1,4.7,"青海省,德令哈市,市内, 817000",7.0,7.0,,,,,,,,
青唐城遗址,,3.1,4.3,西宁市城中区昆仑中路83-47号,40.0,35.0,,1.0,,,,,,
花石峡,,3.1,4.8,果洛藏族自治州花石峡镇雪山路8号,5.0,5.0,,,,,,,,
湟源峡,,3.1,4.7,西宁市湟源县青藏公路35公里至90公里处,17.0,16.0,,,,,,,,
德令哈尕海国家湿地公园,,3.1,,青海省海西蒙古族藏族自治州德令哈市S2013(茶德高速),,,,,,,,,,
热水墓群,,3.1,4.5,青海省海西蒙古族藏族自治州都兰县热水墓群(热水黑山公路北),6.0,6.0,,,,,,,,
北海公园,,3.1,4.4,青海省西宁市城北区宁张公路附近,5.0,4.0,,1.0,,,,,,
达玉民俗村景区,,3.1,4.0,青海省海北州海盐县西海镇环湖东路800米处,22.0,15.0,,2.0,,,,,,
星宿海,,3.1,4.5,青海省果洛藏族自治州玛多县玛查理镇共玉高速公路东200米,11.0,10.0,,,,,,,,
南山观景台,,3.1,,青海省海南藏族自治州共和县江西沟镇南江段,,,,,,,,,,
年保玉则主峰,,3.1,4.3,青海省果洛州久治县年保玉则景区内,3.0,3.0,,,,,,,,
鹞子沟风景区,,3.1,4.2,西宁市大通回族土族自治县东峡路1号,18.0,13.0,,1.0,,,,,,
哈里哈图森林公园,,3.1,3.8,青海省海西蒙古族藏族自治州乌兰县铜普镇,13.0,10.0,,3.0,,,,,,
唐蕃古道,,3.1,4.7,青海省玉树藏族自治州玉树市结古街道毛毯工业区祁连路11号,23.0,22.0,,,,,,,,
龙羊峡水库,,3.1,4.7,海南藏族自治州共和县,18.0,18.0,,,,,,,,
阿尼玛卿山国家地质公园,,3.1,5.0,果洛藏族自治州玛沁县北328公里,1.0,1.0,,,,,,,,
青海湖同宝山露营基地,,3.0,,海北藏族自治州青海湖乡达玉五谷村A5号,,,,,,,,,,
乡趣卡阳景区,4A,3.1,5.0,青海省西宁市湟中县拦隆口镇西卡段北50米,1.0,1.0,1.0,,,,,,,
夏琼寺,,3.0,4.7,海东市化隆回族自治县夏来段,25.0,23.0,,,,,,,,
天祝县小三峡,,3.1,5.0,小三峡(302省道东),2.0,2.0,,,,,,,,
日月山-文成公主纪念馆,,3.1,,青海省西宁市湟源县日月山景区文成公主纪念馆,,,,,,,,,,
青海湖洱海,,3.0,4.5,海南藏族自治州共和县环湖东路6公里处,13.0,11.0,,1.0,,,,,,
五道梁,,3.0,4.6,玉树藏族自治州曲麻莱县一零九国道,5.0,5.0,,,,,,,,
紫金山天文台青海站,,3.0,5.0,德令哈市正东40公里处,2.0,2.0,,,,,,,,
唐古拉山,,3.0,,中国西藏自治区东北部与青海省边镜处(青藏高原),,,,,,,,,,
麒麟湾公园,,3.0,4.7,西宁市城西区黄河路昆仑壹号东侧,81.0,75.0,,,,,,,,
青海门源万亩花海,,3.0,,青海省海北藏族自治州门源回族自治县青苏线7公里处,,,,,,,,,,
千紫缘农业科技博览园,,3.0,3.1,西宁市湟中县田家寨镇千紫缘,12.0,6.0,1.0,6.0,,,,,,
昆仑山脉,,3.0,,青海省海西蒙古族藏族自治州格尔木市郭勒木德镇昆仑山脉,,,,,,,,,,
水车广场,,3.0,4.5,海南藏族自治州贵德县南滨河路水车广场,37.0,34.0,,,,,,,,
都兰狩猎场,,3.0,4.7,都兰县南部，青藏高原北部的山地向高原主体过渡地段上的柴达木盆地东南部。,7.0,6.0,,,,,,,,
星星海景区,,3.0,,青海省果洛藏族自治州玛多县,,,,,,,,,,
平安袁家村,,3.0,,平安袁家民俗村,,,,,,,,,,
中国原子城纪念门,,3.0,5.0,青海省海北藏族自治州海晏县金滩乡G315(西莎线),2.0,2.0,,,,,,,,
青海湖国家重点风景名胜区-月牙湖,,3.0,,海北藏族自治州海晏县青海湖国家重点风景名胜区,,,,,,,,,,
北关清真寺,,3.0,4.0,西宁市城东区北关街140号(北关街小学西),1.0,1.0,,,,,,,,
湟鱼家园,4A,3.0,3.7,刚察县湟鱼家园景区,3.0,2.0,,,,,,,,
冬格措纳湖景区,,3.0,,青海省果洛州玛多县花石峡镇吉日迈村,,,,,,,,,,
鄂陵湖,,3.0,4.8,果洛藏族自治州玛多县,18.0,18.0,,,,,,,,
都兰县香日德班禅寺,,3.0,4.2,青海省海西蒙古族藏族自治州都兰县香日德班禅寺(109国道北),5.0,3.0,,,,,,,,
吾屯下寺,,3.0,4.5,青海省黄南藏族自治州同仁市黄南州同仁县隆务河东岸的吾屯村,18.0,16.0,,,,,,,,
千与千寻网红打卡点,,3.0,,海西蒙古族藏族自治州乌兰县茶卡镇茶卡天空壹号景区,,,,,,,,,,
拉加寺,,3.0,4.6,青海省果洛藏族自治州玛沁县101县道麻什堂村,5.0,4.0,,,,,,,,
青海大剧院,,3.0,4.3,海湖新区中心区内,7.0,5.0,,,,,,,,
玉珠峰冰川观景点,,3.0,,海西蒙古族藏族自治州格尔木市G109西大滩景区,,,,,,,,,,
玉树州博物馆,,3.0,4.0,青海省玉树藏族自治州玉树市琼龙路与结古大道交叉口东北侧,1.0,1.0,,,,,,,,
冷湖火星地质公园,,3.0,4.0,青海省海西蒙古族藏族自治州冷湖行政委员会冷湖镇,1.0,1.0,,,,,,,,
金子海,,2.9,4.4,海西蒙古族藏族自治州乌兰县,9.0,8.0,2.0,,,,,,,
三江源纪念碑,,2.9,,玉树藏族自治州称多县三江源纪念碑(通天河大桥东),,,,,,,,,,
热贡艺术博物馆,,2.9,5.0,青海省黄南藏族自治州同仁市热贡尖扎路北侧,2.0,2.0,,,,,,,,
老爷山滑雪场,,2.9,4.3,青海省西宁市大通回族土族自治县朔北藏族乡S105,7.0,6.0,,1.0,,,,,,
仙米国家森林公园聚阳沟景区,,2.9,4.1,青海省海北藏族自治州门源回族自治县302省道,25.0,20.0,18.0,5.0,,,,,,
乐都南山,,2.9,4.6,海东地区乐都县境内,17.0,15.0,,,,,,,,
西宁市西关清真寺,,2.9,3.9,青海省西宁市城西区西关大街街道西关大街12号,18.0,12.0,,3.0,,,,,,
柯柯盐湖,,2.9,4.8,海西蒙古族藏族自治州乌兰县,5.0,5.0,,,,,,,,
纳赤台,,2.9,4.7,青海省海西蒙古族藏族自治州格尔木市,16.0,15.0,,,,,,,,
柏树山星空露营地,,2.9,,海西蒙古族藏族自治州德令哈市,,,,,,,,,,
【西宁】永庆升平2024德云社郭德纲·于谦相声专场,,2.9,,青海省西宁市城西区海湖新区青海省体育中心,,,,,,,,,,
纳顿庄园,,2.9,4.9,青海省海东市互助土族自治县威远镇彩虹大道小庄村153号,166.0,163.0,5.0,2.0,,,,,,
乌图美仁草原,,2.9,,海西蒙古族藏族自治州格尔木市,,,,,,,,,,
西海公园,,2.9,4.0,青海省海西蒙古族藏族自治州德令哈市园林站,1.0,1.0,,,,,,,,
都兰热水吐蕃墓葬群,,2.9,5.0,青海省都兰县热水乡,1.0,1.0,,,,,,,,
松多森林公园,,2.9,,青海省海东市互助土族自治县,,,,,,,,,,
青海湟源古道博物馆,,2.9,,青海省西宁市湟源县日月线日月山景区内,,,,,,,,,,
盐湖雅丹景区,,2.9,1.0,青海省海西蒙古族藏族自治州大柴旦行政委员会察尔汗工行委,1.0,,,1.0,,,,,,
格萨尔王广场,,2.9,4.5,青海省玉树州州市结古大道与格萨路交叉路口往东约50米,10.0,9.0,,1.0,,,,,,
盐山盐晶雕塑,,2.9,,海西蒙古族藏族自治州乌兰县茶卡镇盐湖路9号茶卡盐湖景区,,,,,,,,,,
玉树地震灾后重建展览馆,,2.9,4.8,青海省玉树藏族自治州玉树市龙庆路玉树市第一完全小学三江源酒店东东侧约220米,4.0,4.0,,,,,,,,
年保玉则冰川观景点,,2.9,,果洛藏族自治州久治县101省道西50米,,,,,,,,,,
莲湖公园,,2.9,4.6,青海省西宁市湟中区通宁路44号,7.0,6.0,,,,,,,,
雅丹地貌,,2.9,,青海省 Mangnai,,,,,,,,,,
青海湖最美油菜花,,2.9,,青海省海南藏族自治州共和县G109(京拉线),,,,,,,,,,
隆格山垭口,,2.9,4.9,果洛藏族自治州久治县,14.0,14.0,,,,,,,,
贡萨寺,,2.9,4.7,治多县嘉吉阿尼噶宝山坡上,3.0,3.0,,,,,,,,
天文历算展厅,,2.9,5.0,中国藏医药文化博物馆F2,2.0,2.0,,,,,,,,
黄瓜梁,,2.9,,海西蒙古族藏族自治州茫崖市,,,,,,,,,,
郭麻日古堡,,2.9,4.5,X604(向麻段),4.0,4.0,,,,,,,,
冰沟林海露营基地,,2.9,,青海省海北藏族自治州祁连县八宝镇G213,,,,,,,,,,
北川河湿地公园,,2.9,5.0,青海省西宁市城北区北海公园(宁张路东),1.0,1.0,,,,,,,,
湟水河,,2.8,4.5,西宁市城北区,48.0,45.0,,1.0,,,,,,
李家峡水库,,2.8,4.6,青海省海东市化隆回族自治县,23.0,20.0,,,,,,,,
格萨尔王狮龙宫殿,,2.8,4.8,果洛藏族自治州达日县县城西侧约18公里处,11.0,11.0,,,,,,,,
南凉虎台遗址公园,,2.8,4.3,虎台公交站附近,39.0,32.0,,2.0,,,,,,
法幢寺,,2.8,4.5,西宁市城中区南山路75号,19.0,19.0,,,,,,,,
漠河盐场,,2.8,4.3,海西蒙古族藏族自治州乌兰县茶卡镇茶卡盐湖景区,45.0,40.0,,4.0,,,,,,
娘娘山,,2.8,4.9,"西宁市大通回族土族自治县新城,距西宁市40公里",10.0,10.0,,,,,,,,
花海鸳鸯,,2.8,3.8,青海省海北藏族自治州门源回族自治县花海鸳鸯(227国道),12.0,8.0,2.0,2.0,,,,,,
青海省西宁市园林文化街步行街,,2.8,4.7,青海省西宁市城西区胜利路38号,6.0,6.0,,,,,,,,
大佛寺,,2.8,,青海省西宁市城中区教场街3号,,,,,,,,,,
沙柳河景区,,2.8,4.3,海北藏族自治州刚察县凤岭大街与南大街交叉路口往东南约190米,23.0,19.0,,2.0,,,,,,
新华联国际旅游城西宁海洋世界,,2.8,,青海省西宁市湟中区多巴镇昆仑大道新华联国际旅游城,,,,,,,,,,
黄河第一湾景区,,2.8,,青海省海东市化隆回族自治县德恒隆乡牙曲滩村,,,,,,,,,,
小柴达木湖观景点,,2.8,,青海省海西蒙古族藏族自治州大柴旦行政委员会大柴旦镇,,,,,,,,,,
金鱼湖,,2.8,,青海省海西蒙古族藏族自治州格尔木市郭勒木德镇阿拉尔村,,,,,,,,,,
彩绘大观厅,,2.8,,青海藏文化博物院南馆F4,,,,,,,,,,
都兰寺,,2.8,3.7,海西蒙古族藏族自治州乌兰县315国道,3.0,2.0,,1.0,,,,,,
尕海古城,,2.8,4.6,青海省海北藏族自治州海晏县甘子河乡,7.0,7.0,,,,,,,,
仙女湖景区,,2.8,,果洛藏族自治州久治县门堂仙女湖,,,,,,,,,,
牛心山,,2.8,,海北藏族自治州祁连县,,,,,,,,,,
都兰县花海风景区,,2.8,,青海省海西蒙古族藏族自治州都兰县,,,,,,,,,,
海西蒙古族藏族自治州图书馆,,2.8,,海西蒙古族藏族自治州德令哈市滨河西路,,,,,,,,,,
东台民宿露营,,2.8,,青海省海西蒙古族藏族自治州格尔木市315国道851公荣顺运输司前,,,,,,,,,,
海心山,,2.8,4.8,青海省海南藏族自治州共和县青海湖国家级自然保护区,39.0,37.0,,,,,,,,
上山庄花海,,2.8,4.2,西宁市湟中县土门关乡上山庄村,22.0,18.0,7.0,4.0,,,,,,
洛合垭口,,2.8,4.5,青海省海南藏族自治州共和县夏南段,2.0,2.0,,,,,,,,
门源回族自治县仙米林场,,2.7,4.7,青海省海北藏族自治州门源回族自治县家乡餐馆附近,9.0,9.0,,,,,,,,
青海省文化馆,,2.8,3.9,青海省西宁市城西区西关大街66号,31.0,22.0,,4.0,,,,,,
青海湖渔场,,2.7,,青海省海南藏族自治州共和县青海湖景区内,,,,,,,,,,
各拉丹东冰川,,2.7,5.0,青海省海西蒙古族藏族自治州格尔木市体育巷7号,1.0,1.0,,,,,,,,
喇日寺,,2.7,,果洛藏族自治州玛沁县环城北路与环城西路交叉路口往东北约70米,,,,,,,,,,
格尔木旅游景点,,2.7,,青海省海西蒙古族藏族自治州格尔木市明珠巷金龙小区(明珠巷),,,,,,,,,,
雅丹林,,2.7,5.0,青海省格尔木市柴达木冷湖以南地区,1.0,1.0,,,,,,,,
大阿育王塔,,2.7,,青海省玉树藏族自治州囊谦县囊多段中国石油东南侧约130米,,,,,,,,,,
丝路风情街,,2.7,,青海省西宁市城东区建国南路66号西宁王府井生活广场F1,,,,,,,,,,
王洛宾音乐艺术馆,,2.7,4.5,海北藏族自治州海晏县西海镇原子路,17.0,16.0,1.0,,,,,,,
德令哈市清真大寺,,2.7,5.0,青海省海西蒙古族藏族自治州德令哈市柴达木西路46号,1.0,1.0,,,,,,,,
玉皇阁景区,,2.7,4.2,河阴北大街130号,21.0,17.0,,2.0,,,,,,
哈尔盖镇普氏原羚科普研学教育基地,,2.7,5.0,海北州刚察县哈尔盖镇,1.0,1.0,,,,,,,,
祁连山草原-租马点,,2.7,,海北藏族自治州祁连县祁连山草原内,,,,,,,,,,
喇家遗址,4A,2.7,4.4,民和县官亭镇喇家村,8.0,7.0,,1.0,,,,,,
茶卡旅游集散中心,,2.7,3.0,青海省海西蒙古族藏族自治州乌兰县茶卡盐湖景区东北侧4210米,,,,,,,,,,
诺木洪农场,,2.7,3.6,青海省海西蒙古族藏族自治州都兰县河西303号,5.0,3.0,,1.0,,,,,,
茶卡盐湖景区-观景台,,2.7,,海西蒙古族藏族自治州乌兰县茶卡盐湖景区内,,,,,,,,,,
千兵崖,,2.7,,八宝镇中心广场后面卓尔山风景区内,,,,,,,,,,
鄂木措景区,,2.7,5.0,果洛藏族自治州久治县101省道附近,3.0,3.0,,,,,,,,
大经堂,,2.7,4.3,西宁市湟中区拉曲贡麻巷塔尔寺,3.0,2.0,,,,,,,,
日月山-倒淌河,,2.7,,西宁市湟源县日月线日月山,,,,,,,,,,
玛尼堆,,2.7,4.5,新寨村,2.0,2.0,,,,,,,,
天空之境广场,,2.7,,青海省海西蒙古族藏族自治州乌兰县茶卡镇盐湖路9号,,,,,,,,,,
北川冰雪世界,,2.7,3.8,青海省西宁市城北区宁张路二十里铺公交站往南100米,4.0,3.0,1.0,1.0,,,,,,
青海湖直亥祭海台,,2.7,1.0,海南藏族自治州共和县京拉线青海湖海天客栈北侧约90米,1.0,,,1.0,,,,,,
青海湖国家级自然保护区,,2.7,,海北藏族自治州海晏县青海湖国家级自然保护区,,,,,,,,,,
尕朵觉悟雪山,,2.7,5.0,杂朵镇,3.0,3.0,,,,,,,,
九號露营地(刚察鸟岛店),,2.7,,青海省海北藏族自治州刚察县环湖西路1号,,,,,,,,,,
青海湖在畔房车露营基地,,2.7,,青海省海南藏族自治州共和县G109(京拉线),,,,,,,,,,
莫热云端牧场,,2.7,5.0,青海省海南藏族自治州共和县二郎剑景区往东三公里(靠南山),1.0,1.0,,,,,,,,
巴塘草原,,2.7,4.0,玉树市巴塘机场东边,4.0,2.0,,,,,,,,
鹞子沟康乐山庄滑雪场,,2.7,2.3,东峡镇鹞子沟景区内,3.0,1.0,1.0,2.0,,,,,,
囊谦县然察大峡谷,,2.7,4.6,玉树市囊谦县吉尼赛乡境内,7.0,6.0,,,,,,,,
泉吉乡,,2.7,,海北藏族自治州刚察县西南部,,,,,,,,,,
龙羊峡水电站,,2.7,4.4,黄河,8.0,6.0,,1.0,,,,,,
花土沟清真寺,,2.7,,海西蒙古族藏族自治州茫崖市昆仑路116号,,,,,,,,,,
高山草甸,,2.7,5.0,青海省果洛藏族自治州玛沁县东倾沟乡,5.0,5.0,,,,,,,,
澜沧江源头,,2.7,3.0,青海省玉树县境内,,,,,,,,,,
卓扎滩原生态景区,,2.7,3.9,海东市互助土族自治县卓扎滩村,7.0,5.0,3.0,2.0,,,,,,
景阳岭垭口,,2.7,4.0,青海省海北藏族自治州祁连县G227(西张线),2.0,1.0,,,,,,,,
门源祁连山国际生态牧场,,2.7,,青海省海北藏族自治州门源回族自治县苏吉湾村,,,,,,,,,,
瞿昙国际滑雪场,,2.6,3.8,海东市乐都区瞿昙镇药草台村,8.0,5.0,4.0,2.0,,,,,,
石榴籽园,,2.6,4.1,西宁市湟中县多巴镇韦家庄村600-17号新华联国际旅游城,7.0,6.0,,1.0,,,,,,
蔚蓝星海洋动物王国(西宁吾悦店),,2.6,,青海省西宁市城东区八一东路177号西宁城东吾悦广场三楼Z307,,,,,,,,,,
巴颜喀拉山主峰,,2.6,4.7,果洛藏族自治州玛多县,18.0,16.0,,,,,,,,
湟水森林公园,,2.6,4.6,青海省西宁市城西区西川南路127号,36.0,33.0,,,,,,,,
黄河清大桥,,2.6,4.4,贵德县虎头崖,23.0,19.0,,,,,,,,
青海果洛州格萨尔博物馆,,2.6,4.3,青海省果洛藏族自治州玛沁县团结路310号果洛藏族自治州人民政府西侧路对过,8.0,6.0,,1.0,,,,,,
枪馆1号实弹射击俱乐部,,2.6,,青海省西宁市城西区力盟商业步行街佳豪国际3楼,,,,,,,,,,
宽河驿马(青海湖)国际房车露营地,,2.6,,青海省海南藏族自治州共和县二郎剑景区东1000米路南800米,,,,,,,,,,
青海贵德温泉浴疗山庄,,2.6,5.0,青海省海南藏族自治州贵德县温泉浴疗度假村东南50米,1.0,1.0,,,,,,,,
青石咀镇,,2.6,3.0,青海省海北藏族自治州门源回族自治县,3.0,1.0,,1.0,,,,,,
青海乌兰县人民广场,,2.6,,青海省海西蒙古族藏族自治州乌兰县车站路5号,,,,,,,,,,
玉树黄河源,,2.6,5.0,境内,1.0,1.0,,,,,,,,
当代山观景台,,2.6,,青海省玉树藏族自治州玉树市当代山观景台(观景环山路北),,,,,,,,,,
青海湖明静单车俱乐部,,2.6,,海北藏族自治州青海省海北州海晏县西海镇明珠市场b栋,,,,,,,,,,
黑马河乡帐篷区日出,,2.6,,青海省海南藏族自治州共和县(青海湖国家重点风景名胜区),,,,,,,,,,
刚察大寺,,2.6,4.6,海北藏族自治州刚察县,10.0,9.0,,1.0,,,,,,
治多县万里长江第一湾,,2.6,5.0,青海省玉树藏族自治州治多县,2.0,2.0,,,,,,,,
龙羊大峡谷景区-悬崖览胜区,,2.6,,青海省海南藏族自治州共和县龙羊峡镇G310(连共线),,,,,,,,,,
青海省图书馆,,2.6,4.2,青海省西宁市城西区西关大街66号,32.0,24.0,,1.0,,,,,,
牛头碑,,2.6,4.4,果洛藏族自治州玛多县境内措日尕则山的顶峰,5.0,4.0,,,,,,,,
乌兰县茶卡寺院,,2.6,4.7,青海省海西蒙古族藏族自治州乌兰县茶卡镇茶卡寺院附近,3.0,3.0,,,,,,,,
门源芬芳浴热气球观光,,2.6,5.0,青海省海北藏族自治州门源回族自治县皇城牧场段西50米,1.0,1.0,,,,,,,,
爱心栈道,,2.6,,青海省海西蒙古族藏族自治州乌兰县,,,,,,,,,,
黄河奇石苑,,2.6,4.4,迎宾西路河西镇清真寺东南门,9.0,7.0,,,,,,,,
青藏高原野生动物园-小熊猫,,2.6,,西宁市城西区虎台街道青藏高原野生动物园,,,,,,,,,,
都兰县博物馆,,2.6,4.5,青海省海西蒙古族藏族自治州都兰县察汉乌苏镇上庄小区2号楼1单元501加油站上面西北方向200米,2.0,2.0,,,,,,,,
骆驼泉,,2.6,1.0,街子镇三兰巴海村,1.0,,,1.0,,,,,,
祁连草原生态牧场-露营地,,2.6,,青海省海北藏族自治州门源回族自治县苏吉湾村祁连山国际生态牧场,,,,,,,,,,
德令哈植物园,,2.6,5.0,海西蒙古族藏族自治州德令哈市,2.0,2.0,,,,,,,,
勒巴沟岩画,,2.6,5.0,青海省玉树藏族自治州玉树市东32公里处通天河西岸的群山间,2.0,2.0,,,,,,,,
德吉村景区,,2.6,5.0,青海省黄南藏族自治州尖扎县,1.0,1.0,,,,,,,,
