username,comment_score,comment_grade,comment_content,comment_time,user_ip
vickyandtony,1,不佳,鸟很少，服务人员态度很一般……,2017-07-02,
_WeCh****40556,2,一般,太NM坑人的景点了，蛋岛走了一天长长长的走廊，过去什么也没有的。鸟岛里就几个鸟，啥都没有，130的门票太不值,2017-06-20,
klcf88,1,不佳,收费太高，就是自然风景还行。走一条地下通道走到走到底，你能傻眼  隔着玻璃看鸟(看一眼还要走回来) ，还是自己多走走 沙丘 山丘 还有点点弥补，这门票价格是谁设置的   太坑爹了，还有游览车还要又缴费   没见到多少类别的鸟。,2017-06-09,
_WeCh****90546,1,不佳,不值得买，还比较贵，也接近不了水，建议直接从旁边牧民那里进去,2017-06-03,
宋大宝,1,不佳,超级没意思！建议不要花这冤枉钱！,2017-04-02,
_wap1****4908,1,不佳,10月5号去的一只鸟都没看见，十一期间还恢复全价票，忒坑人,2016-10-07,
181****8268,1,不佳,先不说130元的门票，一共就两个景点，一个蛋岛一个鸟岛！蛋岛一个大走廊，超长，两边就一些照片！这不算什么！最骚的是大部分照片是重复的，这太用心了！其次鸟岛，很小一座山丘，来回20分钟撑死，鸟很少，超级差，就这京鼎要130元门票，我们自驾游开了2500多公里看这垃圾，亲妈爆炸,2016-07-19,
186****3277,2,一般,不值得，门票太贵！更杀猪的价是里面电瓶车的价格20元，50米路而已！我们还以为至少绕湖一圈，结果就是50米路而已！景区非常一般，真不值得去！,2016-05-10,
bi****i,1,不佳,15年7月和今年5月分别在青海湖自驾，风景真是美，可是当地的藏民一点都不淳朴，车一停就要停车费，远远的照个景也会被收费，鸟岛的服务中心的垃圾桶被告知是摆设，垃圾要扔到外面的垃圾箱去，室内的垃圾箱不能扔垃圾！！不能扔垃圾，你摆什么垃圾桶啊,2016-05-07,
试睡员—026,2,一般,四月去的 很冷 还下雪 快到时有当地人收钱 按人收 景色一般 风大 也就拍照看看啊。,2018-04-13,
109****692,1,不佳,已经不开放了，别浪费时间去了！！！！！,2017-10-04,
廖先生拉塞雷纳易牙,1,不佳,留言是想提醒大家！这个所谓景点有危险许多路段车容易陷进去，况且景色很一般……路途除去开心最重要的是安全，想去的朋友留意了！,2017-08-10,
hg****3,1,不佳,短期内大家别往这里来了，今天茶卡人多车堵在进景区的路上，走不动在攻略上搜到漠河盐场。立马调转车头往漠河赶，主干道进盐场还有一段距离，沿途有提示不允许游客进去。还以为只是个形式，没想到厂区入口重兵把守着。费了大半个钟沟通依然无法放行，白白浪费了一个下午。,2017-07-31,
320****300,1,不佳,不要再去啦！不要再去啦！不要再去啦！重要的事情说三遍。我们特意来了这里，路还超难走，很多碎石头，快到头了发现前面的车都回来了。原来这已经变成了采盐场，不开放了。还有这种大货车运着盐往外走。,2016-08-02,
风筝爱旅行,1,不佳,参观的人其实很少，专门千里迢迢来参观，没想到，竟然关闭。也没有出任何的通知。门卫说的话听不懂，就是不让你参观，连拍照都不行。我想这个我地方的旅游服务意识还是需要加加强的。,2020-08-07,
M40****332,1,不佳,"人工建的民族风情园，里面充斥着拍照卖相片，卖酒，""大师""卖字画等各种套路。表演什么的都很一般，不值得去",2023-09-14,青海
_WeCh****076187,1,不佳,该到时间的表演一场都没看上,2023-07-23,青海
138****6795,1,不佳,坑人的人造景点，商业气氛很浓。100元买的门票，现场打印门票显示价格是90元。这样的商业性的人造景点，怎么评上5A的？必须投诉！！！,2020-10-18,未知
M35****8998,1,不佳,性价比低，体验不佳，可玩性低，景色一般，,2020-10-18,未知
_WeCh****592876,2,一般,啥也没有，通票说是有五个景点，有四个都是农家菜饭店。来的不是时候，啥表演都没有，关键连人都没有可玩性低，,2020-10-11,未知
喵喵55,1,不佳,人造景点，可玩性低,2020-07-20,未知
_M13****3060,2,一般,性价比低，景色一般，体验不佳，可玩性低，,2020-07-16,未知
118****961,2,一般,一个不去好奇，去了后悔的景点。,2019-11-14,未知
_WeCh****519049,1,不佳,多景点联票就是骗人的，除了彩虹部落需要票有点内容，其他四个点什么也没有，真不知道5A是怎么评的,2019-08-28,未知
_WeCh****63617,1,不佳,感觉到非常的失望，进入了其中的一个比较热闹的展厅，想去看看，结果被工作人员给撵出来了，说是给团队准备的，不知道你们景区怎么被评为5A的……就看了一个演出，感觉景区快荒废了……,2019-08-17,未知
158****1966,1,不佳,没什么意思，进去后都是一些卖东西的,2019-07-16,未知
周游世界的HG,2,一般,路还没怎么修好，景区互相之间关联性较差，主要是了解土族文化，一个半开发的5A，不建议去，几年后可能会好点。,2019-05-22,未知
_WeCh****288227,2,一般,没有想象中的AAAAA级景区的感受，我建议大家对文化游不大感兴趣的不要走这条线，耽误了我三个小时时间，还不如多花时间去青海湖感受大湖美景,2018-10-09,未知
竹笛子,4,满意,"岗什卡雪峰，也叫""冷龙岭主峰"", 最高海拔在5254.5米，雪线高度北坡4200米，南坡4400米。它是环西宁旅游圈最近的第一高峰，是青海省登山运动管理中心确定重点开发的三座登山雪峰之一。岗什卡雪峰目前好像没有门票收费，不过需要开盘山公路上去，如果不是很习惯自驾，还是比较建议包车前往，车速也要控制好。在盘山公路上的时候，最高海拔可以到达3900左右。目前的话应该没有什么公共交通可以到达岗什卡雪峰这里。山上最壮丽的景观应该就是七彩瀑布了。岗什卡雪峰可以进行登山，但是由于我们并没有带登山装备也就没有进行登山。司机的车子可以开到山下的一个平台处，海拔大约在3500上下。下车的时候第一个感受基本都是风大，并不会感受到十分强烈的高反。但随着走动以及拍照过程中的一些举动，大家渐渐地开始会有头晕、气喘一系列的轻微高反感受。",2016-01-31,
_WeCh****77796,1,不佳,特坑人，网上查下午5:30闭馆，赶4:40来，工作人员手一指4:30闭馆，几百公里来了解一下青海的历史，节假日为什么不学习一下南方的旅游放宽一下时间，青海旅游一生一次。,2023-10-05,青海
M61****3814,1,不佳,差评，机器自己出错了纪念币，还退不了，二楼说能退，三楼说退不了，真的是太差劲了，哄的白白跑躺子。,2023-10-04,青海
淡蓝蔷薇,1,不佳,文物布展很棒，大致了解了青海历史各民族发展，但是总服务台特别特别差，带多重的箱子都不允许走无障碍通道，必须提着在门口的大台阶爬上爬下，带箱子来的一定要慎重,2023-06-29,青海
M38****559,1,不佳,需要提前预约，平时也没个公告，外地来的都不知道，当天去容易扑空。大热天遭罪，再说疫情期间如此免费的省博，应该有机制随时收纳临时游客,2022-08-05,青海
138****8853,1,不佳,青海省博物馆目前闭馆，楼下这些从2020/11月开始至今的点评你们都是最近来的？看到你们的留言不死心的还是跑了一趟,2021-05-29,未知
M32****1840,2,一般,经常是关门状态！可能是和免费有关吧！！！,2020-08-24,未知
Bonnie Gao,2,一般,刚刚去过，携程一直在推广告也没有提示过，博物馆一直在维修中需要半年多的时间，咨询过博物馆年底也不会开放。,2020-06-19,未知
957任,2,一般,交通很方便的。但是去的时候闭馆了,2020-05-29,未知
唉起个名字好难,1,不佳,闭馆一年了~不要去了，门卫都不知道什么时候能开馆。,2020-05-07,未知
律政师傅,2,一般,居然在最旺季的时候闭馆维修，真想爆粗！,2019-09-12,未知
亮仔小邓,1,不佳,关门维修了，白跑一趟，真扫兴啊,2019-08-12,未知
M13****047,2,一般,西宁位于青藏高原，藏族文化比较丰富，博物馆藏品丰富，非常值得去看一看,2018-05-31,未知
_CFT0****5959,1,不佳,我有民国时期青海法官，马师融的作品，，联系15693047233,2017-08-24,未知
格迦,1,不佳,冬天来了什么都没有 廖廖无几的几个人,2017-01-26,未知
180****5655,2,一般,感觉一个省的博物馆东西还是少了点。不过工作人员服务态度都很好。。。,2016-09-14,未知
_WeCh****02346,1,不佳,没啥意思，本想着转一圈，了解了解青海的文化，四点半的时候还不让进去参观了，我想说我都走马观花看了三个了，最后一个不让进了！结对差评！本应该是拿到票的人可以看到五点闭馆出来，为啥提前就不让进！,2016-08-19,未知
320****841,2,一般,青海省博物馆内展品不多，一楼二楼都处于装修状态。参观人员稀少。博物馆内工作人员态度冷漠。下次不想再去了。,2016-06-26,未知
边小莹莹,1,不佳,其他都很好，就是对二楼展馆里的工作人员太不满意了！！！问他们问题，爱理不理的，态度生冷，然后就在那聊天，博物馆是不是应该好好管管,2016-06-26,未知
_WeCh****856118,1,不佳,道路塌方好几年没人修缮，估计已经废弃了！😤😤😤,2020-11-02,
CMY2000,4,满意,莫家街，去到路口就被马忠酿皮吸引了，好热闹的美食城,2016-06-11,
CMY2000,4,满意,莫家街，去到路口就被马忠酿皮吸引了，好热闹的美食城,2016-06-11,
CMY2000,4,满意,莫家街，去到路口就被马忠酿皮吸引了，好热闹的美食城,2016-06-11,
CMY2000,4,满意,莫家街，去到路口就被马忠酿皮吸引了，好热闹的美食城,2016-06-11,
M24****9773,1,不佳,已经关闭了，说啥也不让进了，大家不要白白跑一趟了,2023-08-16,青海
139****6969,1,不佳,特地上海赶来，直接关闭了白跑一次。,2023-08-06,青海
M54****279,1,不佳,今天刚去了，景点已经封闭了，不让进，托素湖也不让看，只有可鲁克湖南边开放，没啥意思，门票二十，进去就坐个船。我本地人都想吐槽。,2023-08-05,青海
轻易,1,不佳,关闭了，德令哈已经没有旅游价值了,2022-08-08,青海
_WeCh****86771,1,不佳,路特别难走，不建议去玩。路正修。,2020-07-15,
勇哥,2,一般,去到门口才看到不开门的信息，路上酒店都没有告示，来回花了三小时，所以给个一般评分！,2019-11-15,
yay****a517,1,不佳,今天到的，开了一天车，快到湖边了拦路障不让进。说是环保不开放。大家别来了。,2019-08-11,
绝代双娇525,1,不佳,真心不要去了，2018年因为托素湖被纳为保护区，关闭了，还被导航指挥了一大段小道，否则早就知道走错了。真不要去了，浪费时间。,2019-08-01,
M23****6335,1,不佳,大家不要去了，关闭了，2019.7.18日去的，不知啥时开放，24小时有人看守，那两个湖也关闭了。大老远白跑了，官方也不提示说明。估计怕影响经济，那样对德令哈的经济影响很大。希望可以帮助大家。,2019-07-18,
默威伦巴长孙无忌,2,一般,这里已经关闭啦，不要再去了。大门口的闭园通知写的好小好小，白白往里面开了几十公里什么都看不到,2019-05-20,
M27****3407,2,一般,因为道路塌方，路被封了，也不在前面竖个牌子，基本上车子开到前面都要掉头回去，近期打算去的朋友可以考虑换个景点,2018-07-17,
